# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_rare_amino_acid_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ADA2	ENSG00000093072	ENST00000648061	nonsense_mediated_decay	3	20	0	757	0	124	0	0	4	0	0	0	0	0	0	0	0	312	0	169	0	0	2	1	20	0	0	0	0	0	0	171
ADA2	ENSG00000093072	ENST00000648343	processed_transcript	0	1	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	8	0	0	0	0	1	0	0	0	0	0	0	172
ADA2	ENSG00000093072	ENST00000648668	processed_transcript	3	24	0	606	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	172	0	0	2	1	24	0	0	0	0	0	0	184
ADA2	ENSG00000093072	ENST00000649310	protein_coding	1	10	10	237	0	0	2	0	17	0	0	0	0	211	0	0	0	10	10	0	0	0	0	0	3	1	0	0	0	0	6	0
ADA2	ENSG00000093072	ENST00000649540	protein_coding	21	121	231	538	0	19	2	0	16	0	0	0	1	0	0	8	0	537	230	0	0	0	4	2	44	2	0	6	0	0	89	0
ADA2	ENSG00000093072	ENST00000649746	protein_coding	1	10	10	237	0	0	2	0	17	0	0	0	0	211	0	0	0	10	10	0	0	0	0	0	3	1	0	0	0	0	6	0
ADA2	ENSG00000093072	ENST00000649915	nonsense_mediated_decay	4	35	0	1151	0	282	0	0	1	0	0	0	0	0	0	0	0	430	0	382	0	0	3	1	35	0	0	0	0	0	0	95
ADA2	ENSG00000093072	ENST00000650635	retained_intron	3	22	0	663	0	0	0	0	0	0	0	0	0	172	0	0	0	280	0	236	0	0	2	1	22	0	0	0	0	0	0	0
ADM2	ENSG00000128165	ENST00000395737	protein_coding	14	63	94	853	0	31	3	0	10	0	0	3	0	728	0	9	0	94	91	0	0	0	2	0	12	0	0	3	0	0	50	0
ADM2	ENSG00000128165	ENST00000395738	protein_coding	13	63	94	859	0	31	10	0	43	0	0	3	0	728	0	9	0	61	91	0	0	0	1	0	5	0	0	3	0	0	50	0
ADORA2A	ENSG00000128271	ENST00000337539	protein_coding	15	100	181	104	0	32	8	0	35	1	0	2	0	0	0	10	0	39	178	0	0	0	0	0	5	0	0	4	1	0	90	0
ADORA2A	ENSG00000128271	ENST00000424232	protein_coding	2	32	40	72	0	0	8	0	35	0	0	0	0	37	0	2	0	0	40	0	0	0	0	0	0	0	0	0	0	0	24	0
ADORA2A	ENSG00000128271	ENST00000436735	protein_coding	1	27	29	89	0	0	8	0	35	0	0	0	0	54	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	19	0
ADORA2A	ENSG00000128271	ENST00000439591	protein_coding	1	29	37	79	0	0	8	0	35	0	0	0	0	44	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0	0	21	0
ADORA2A	ENSG00000128271	ENST00000444262	protein_coding	10	95	158	137	0	0	8	0	35	1	0	2	0	65	0	6	0	39	155	0	0	0	0	0	5	0	0	4	0	0	85	0
ADORA2A	ENSG00000128271	ENST00000464977	protein_coding	0	9	1	136	0	0	8	0	35	0	0	0	0	101	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
ADORA2A	ENSG00000128271	ENST00000467385	processed_transcript	0	0	0	220	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82
ADORA2A	ENSG00000128271	ENST00000472248	protein_coding	1	16	16	113	0	0	8	0	35	0	0	0	0	78	0	1	0	0	16	0	0	0	0	0	1	0	0	0	0	0	8	0
ADORA2A	ENSG00000128271	ENST00000486108	protein_coding	2	36	47	61	0	0	8	0	35	0	0	0	0	26	0	2	0	0	47	0	0	0	0	0	0	0	0	0	0	0	28	0
ADORA2A	ENSG00000128271	ENST00000486351	processed_transcript	0	0	0	138	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	ENSG00000128271	ENST00000496258	protein_coding	2	33	39	72	0	0	8	0	35	0	0	0	0	37	0	2	0	0	39	0	0	0	0	0	2	0	0	0	0	0	25	0
ADORA2A	ENSG00000128271	ENST00000496497	processed_transcript	0	5	0	387	0	0	0	0	0	0	0	0	0	98	0	0	0	156	0	138	0	0	0	0	5	0	0	0	0	0	0	0
ADORA2A	ENSG00000128271	ENST00000610595	protein_coding	15	100	181	104	0	32	8	0	35	1	0	2	0	0	0	10	0	39	178	0	0	0	0	0	5	0	0	4	1	0	90	0
ADORA2A	ENSG00000128271	ENST00000611543	protein_coding	15	100	181	104	0	32	8	0	35	1	0	2	0	0	0	10	0	39	178	0	0	0	0	0	5	0	0	4	1	0	90	0
ADORA2A	ENSG00000128271	ENST00000618076	protein_coding	15	100	181	104	0	32	8	0	35	1	0	2	0	0	0	10	0	39	178	0	0	0	0	0	5	0	0	4	1	0	90	0
ADORA2A-AS1	ENSG00000178803	ENST00000326341		0	0	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	121
ADORA2A-AS1	ENSG00000178803	ENST00000412790		0	0	0	513	0	0	0	0	0	0	0	0	0	138	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	121
ADORA2A-AS1	ENSG00000178803	ENST00000427813		0	0	0	525	0	0	0	0	0	0	0	0	0	138	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	133
ADORA2A-AS1	ENSG00000178803	ENST00000650766		0	0	0	513	0	0	0	0	0	0	0	0	0	138	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	121
ADSL	ENSG00000239900	ENST00000216194	protein_coding	25	107	196	562	0	23	2	0	15	1	1	1	1	1	0	7	0	526	192	0	0	0	5	3	37	0	0	9	1	0	77	33
ADSL	ENSG00000239900	ENST00000342312	protein_coding	26	110	176	583	0	24	7	0	28	0	1	0	1	0	0	7	0	554	174	0	0	0	5	4	42	0	0	9	1	0	69	20
ADSL	ENSG00000239900	ENST00000423176	protein_coding	3	11	24	407	0	0	0	0	0	0	0	1	0	0	0	2	0	65	23	0	0	0	0	1	7	0	0	0	0	0	7	347
ADSL	ENSG00000239900	ENST00000466863	retained_intron	1	1	0	322	0	0	0	0	0	0	0	0	0	105	0	0	0	62	0	130	0	0	1	0	1	0	0	0	0	0	0	27
ADSL	ENSG00000239900	ENST00000477111	retained_intron	2	5	0	707	0	0	0	0	0	0	0	0	0	288	0	0	0	214	0	179	0	0	1	1	5	0	0	0	0	0	0	33
ADSL	ENSG00000239900	ENST00000480775	nonsense_mediated_decay	5	11	0	690	0	85	0	0	1	0	0	0	0	235	0	0	0	174	0	112	0	0	4	1	11	0	0	0	0	0	0	99
ADSL	ENSG00000239900	ENST00000498234	protein_coding	3	9	13	422	0	0	0	1	1	1	0	0	0	0	1	2	0	65	11	0	0	0	0	1	7	0	0	0	0	0	5	361
ADSL	ENSG00000239900	ENST00000623063	protein_coding	27	121	200	547	0	24	7	0	28	1	1	1	1	0	0	8	0	519	196	0	0	0	5	4	45	0	0	9	1	0	79	20
ADSL	ENSG00000239900	ENST00000623287	nonsense_mediated_decay	6	16	0	941	0	70	2	0	15	0	0	0	0	289	0	0	0	367	0	187	0	0	4	2	14	0	0	0	0	0	0	33
ADSL	ENSG00000239900	ENST00000623387	retained_intron	0	6	0	439	0	0	0	0	0	0	0	0	0	15	0	0	0	38	0	82	0	0	0	0	6	0	0	0	0	0	0	310
ADSL	ENSG00000239900	ENST00000623632	protein_coding	13	66	102	658	0	0	7	0	28	0	0	0	0	310	0	2	0	320	102	0	0	0	3	3	15	0	0	5	0	0	45	20
ADSL	ENSG00000239900	ENST00000623978	protein_coding	16	49	53	768	0	0	12	0	81	0	1	0	0	287	0	2	0	397	52	0	0	0	3	5	24	1	0	5	0	0	14	33
ADSL	ENSG00000239900	ENST00000624027	protein_coding	0	5	18	422	0	0	0	0	0	0	0	1	0	0	0	0	0	76	17	0	0	0	0	0	2	0	0	0	0	0	4	347
ADSL	ENSG00000239900	ENST00000624474	nonsense_mediated_decay	6	18	0	849	0	24	2	0	15	0	0	0	0	362	0	0	0	289	0	148	0	0	3	3	16	0	0	0	0	0	0	33
ADSL	ENSG00000239900	ENST00000624503	nonsense_mediated_decay	1	5	0	357	0	14	4	0	21	0	0	0	0	105	0	0	0	62	0	130	0	0	1	0	1	0	0	0	0	0	0	27
ADSL	ENSG00000239900	ENST00000625194	protein_coding	20	73	137	517	0	0	0	0	0	1	1	1	1	25	0	8	0	364	133	0	0	0	4	2	30	0	0	6	0	0	51	156
ADSL	ENSG00000239900	ENST00000636124	processed_transcript	2	16	0	662	0	0	0	0	0	0	0	0	0	312	0	0	0	190	0	37	0	0	0	2	16	0	0	0	0	0	0	141
ADSL	ENSG00000239900	ENST00000636265	protein_coding	23	100	168	599	0	0	2	0	15	0	1	1	1	160	0	5	0	432	165	0	0	0	5	4	39	0	0	9	0	0	66	33
ADSL	ENSG00000239900	ENST00000636433	retained_intron	6	31	0	710	0	0	0	0	0	0	0	0	0	30	0	0	0	370	0	220	0	0	4	2	31	0	0	0	0	0	0	127
ADSL	ENSG00000239900	ENST00000636714	protein_coding	27	119	198	548	0	0	4	0	23	1	1	1	1	0	0	8	0	546	194	0	0	0	5	5	47	0	0	9	0	0	79	25
ADSL	ENSG00000239900	ENST00000637666	protein_coding	22	84	142	640	0	0	0	0	1	0	1	0	1	240	0	5	0	387	140	0	0	0	5	4	32	0	0	8	0	0	58	47
ADSL	ENSG00000239900	ENST00000637669	nonsense_mediated_decay	10	49	0	849	0	0	2	0	18	0	0	0	0	0	0	0	0	546	0	312	0	0	5	5	47	0	0	0	0	0	0	30
ADSL	ENSG00000239900	ENST00000638161	processed_transcript	4	17	0	659	0	0	0	0	0	0	0	0	0	323	0	0	0	151	0	65	0	0	1	3	17	0	0	0	0	0	0	141
AIFM3	ENSG00000183773	ENST00000399163	protein_coding	40	178	286	986	0	12	3	0	30	0	1	1	0	236	0	12	0	763	284	0	0	0	4	11	66	1	0	13	0	1	134	0
AIFM3	ENSG00000183773	ENST00000399167	protein_coding	40	182	286	982	0	12	3	0	30	0	1	1	0	236	0	12	0	763	284	0	0	0	4	11	70	1	0	13	0	1	134	0
AIFM3	ENSG00000183773	ENST00000405089	protein_coding	40	181	289	980	0	12	3	0	30	0	1	1	0	236	0	12	0	759	287	0	0	0	4	11	70	1	0	13	0	1	135	0
AIFM3	ENSG00000183773	ENST00000417515	nonsense_mediated_decay	2	19	0	1167	0	62	3	0	30	0	0	0	0	650	0	0	0	258	0	185	0	0	0	2	16	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000426113	nonsense_mediated_decay	4	14	0	968	0	35	3	0	30	0	0	0	0	618	0	0	0	174	0	126	0	0	2	2	11	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000434714	protein_coding	16	79	131	961	0	0	3	0	30	0	0	1	0	676	0	3	0	273	130	0	0	0	1	4	20	1	0	7	0	0	63	0
AIFM3	ENSG00000183773	ENST00000440238	protein_coding	40	182	286	982	0	12	3	0	30	0	1	1	0	236	0	12	0	763	284	0	0	0	4	11	70	1	0	13	0	1	134	0
AIFM3	ENSG00000183773	ENST00000441376	protein_coding	7	40	72	802	0	0	3	0	30	0	0	1	0	618	0	1	0	162	71	0	0	0	1	2	10	1	0	2	0	0	32	0
AIFM3	ENSG00000183773	ENST00000465606	processed_transcript	11	49	0	1351	0	0	0	0	0	0	0	0	0	236	0	0	0	550	0	321	0	0	3	8	50	0	0	0	0	0	0	305
AIFM3	ENSG00000183773	ENST00000467926	retained_intron	1	3	0	914	0	0	0	0	0	0	0	0	0	730	0	0	0	68	0	120	0	0	0	1	3	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000468124	processed_transcript	1	10	0	951	0	0	0	0	0	0	0	0	0	618	0	0	0	209	0	135	0	0	0	1	10	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000472575	retained_intron	1	5	0	912	0	0	0	0	0	0	0	0	0	730	0	0	0	68	0	120	0	0	0	1	5	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000479523	retained_intron	0	0	0	76	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000483107	processed_transcript	9	41	0	1361	0	0	0	0	0	0	0	0	0	236	0	0	0	507	0	256	0	0	2	7	42	0	0	0	0	0	0	413
AIFM3	ENSG00000183773	ENST00000484206	retained_intron	1	3	0	914	0	0	0	0	0	0	0	0	0	725	0	0	0	68	0	125	0	0	0	1	3	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000486003	retained_intron	3	15	0	1393	0	0	0	0	0	0	0	0	0	236	0	0	0	156	0	373	0	0	0	3	15	0	0	0	0	0	0	646
AIFM3	ENSG00000183773	ENST00000495869	retained_intron	0	0	0	76	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIFM3	ENSG00000183773	ENST00000496097	processed_transcript	1	11	0	941	0	0	0	0	0	0	0	0	0	619	0	0	0	209	0	125	0	0	0	1	11	0	0	0	0	0	0	0
AL008582.1	ENSG00000273424	ENST00000609612		0	0	0	34	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL008635.1	ENSG00000273176	ENST00000609073		0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86
AL008718.3	ENSG00000273353	ENST00000610217		0	0	0	453	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	298
AL008723.1	ENSG00000230120	ENST00000426354		0	2	0	170	0	0	0	0	0	0	0	0	0	140	0	0	0	13	0	19	0	0	0	0	2	0	0	0	0	0	0	0
AL008723.3	ENSG00000275656	ENST00000618747	misc_RNA	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363
AL020993.1	ENSG00000235246	ENST00000420172		0	2	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24	0	0	0	0	2	0	0	0	0	0	0	165
AL021391.1	ENSG00000232363	ENST00000454439		0	0	0	129	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021392.1	ENSG00000234869	ENST00000426112		0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274
AL021393.1	ENSG00000226772	ENST00000456740		0	0	0	141	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AL021707.1	ENSG00000225450	ENST00000416406		1	2	0	1340	0	0	0	0	0	0	0	0	0	421	0	0	0	580	0	80	0	0	1	0	2	0	0	0	0	0	0	262
AL021707.2	ENSG00000228274	ENST00000412067		0	0	0	504	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340
AL021707.2	ENSG00000228274	ENST00000422408		0	0	0	277	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	168
AL021707.2	ENSG00000228274	ENST00000431924		0	0	0	617	0	0	0	0	0	0	0	0	0	45	0	0	0	168	0	64	0	0	0	0	0	0	0	0	0	0	0	340
AL021707.2	ENSG00000228274	ENST00000444381		0	0	0	617	0	0	0	0	0	0	0	0	0	109	0	0	0	54	0	114	0	0	0	0	0	0	0	0	0	0	0	340
AL021707.2	ENSG00000228274	ENST00000653554		0	0	0	277	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	168
AL021707.2	ENSG00000228274	ENST00000656432		0	0	0	508	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340
AL021707.2	ENSG00000228274	ENST00000666365		0	0	0	617	0	0	0	0	0	0	0	0	0	109	0	0	0	54	0	114	0	0	0	0	0	0	0	0	0	0	0	340
AL021707.3	ENSG00000230149	ENST00000418803		2	5	0	852	0	0	0	0	0	0	0	0	0	523	0	0	0	174	0	85	0	0	1	1	5	0	0	0	0	0	0	77
AL021707.4	ENSG00000230912	ENST00000423346		0	0	0	277	0	0	0	0	0	0	0	0	0	45	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	168
AL021707.5	ENSG00000244491	ENST00000420118		0	1	0	861	0	0	0	0	0	0	0	0	0	578	0	0	0	169	0	35	0	0	0	0	1	0	0	0	0	0	0	80
AL021707.6	ENSG00000272669	ENST00000609212		0	0	0	778	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	700
AL021707.7	ENSG00000273076	ENST00000607991		0	0	0	776	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636
AL021707.8	ENSG00000273096	ENST00000609428		0	0	0	678	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601
AL021707.9	ENSG00000287219	ENST00000666731		0	0	0	376	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
AL021878.2	ENSG00000270083	ENST00000602718		0	0	0	259	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123
AL021937.1	ENSG00000230736	ENST00000420171		0	0	0	68	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021937.2	ENSG00000232218	ENST00000453679	unprocessed_pseudogene	0	0	0	68	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021937.4	ENSG00000241954	ENST00000444848		0	0	0	68	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL021937.6	ENSG00000274617	ENST00000617561	misc_RNA	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345
AL022238.1	ENSG00000227413	ENST00000442557	processed_pseudogene	0	0	0	175	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117
AL022238.3	ENSG00000272834	ENST00000609279		0	0	0	970	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359
AL022238.4	ENSG00000284431	ENST00000639722	nonsense_mediated_decay	17	119	0	4145	0	1168	2	0	15	0	0	0	0	334	0	0	0	1490	0	1239	0	0	8	9	118	0	0	0	0	0	0	33
AL022311.1	ENSG00000279738	ENST00000623726		0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	149
AL022313.4	ENSG00000261675	ENST00000562756		0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232
AL022314.1	ENSG00000231467	ENST00000414203		0	0	0	339	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91
AL022315.2	ENSG00000273866	ENST00000615981	misc_RNA	0	0	0	59	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL022316.1	ENSG00000230107	ENST00000428765		0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64
AL022318.4	ENSG00000284554	ENST00000381568	protein_coding	25	104	227	980	0	141	0	0	0	1	0	1	0	29	0	7	0	802	225	0	0	0	0	1	28	0	0	16	2	0	83	30
AL022322.1	ENSG00000272720	ENST00000609162		0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721
AL022322.2	ENSG00000279080	ENST00000624072		0	0	0	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	426
AL022323.1	ENSG00000279006	ENST00000623239		0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0
AL022323.3	ENSG00000279110	ENST00000623980		0	0	0	61	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL022323.4	ENSG00000279548	ENST00000624101		0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528
AL022324.1	ENSG00000230637	ENST00000433457	unprocessed_pseudogene	2	13	0	415	0	0	0	0	0	0	0	0	0	19	0	0	0	168	0	188	0	0	1	1	13	0	0	0	0	0	0	55
AL022324.2	ENSG00000231466	ENST00000434827	processed_pseudogene	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250
AL022326.2	ENSG00000280216	ENST00000623458	TEC	0	0	0	562	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	443
AL022328.1	ENSG00000272836	ENST00000610050		0	0	0	894	0	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558
AL022328.2	ENSG00000273137	ENST00000608016		1	0	0	557	0	0	0	0	0	0	0	0	0	149	0	0	0	13	0	86	0	0	1	0	0	0	0	0	0	0	0	310
AL022328.3	ENSG00000273188	ENST00000607943		0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415
AL022328.4	ENSG00000273253	ENST00000608025		0	0	0	998	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336
AL022329.1	ENSG00000234884	ENST00000412773		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.1	ENSG00000234884	ENST00000422876		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.1	ENSG00000234884	ENST00000453811		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.1	ENSG00000234884	ENST00000661676		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.1	ENSG00000234884	ENST00000666865		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.1	ENSG00000234884	ENST00000668059		0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96
AL022329.3	ENSG00000278960	ENST00000624255		0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
AL022331.1	ENSG00000236132	ENST00000429025	processed_pseudogene	0	0	0	316	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152
AL022337.1	ENSG00000229770	ENST00000434510		0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
AL022337.1	ENSG00000229770	ENST00000650717		0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
AL022337.1	ENSG00000229770	ENST00000652418		0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
AL022476.1	ENSG00000230319	ENST00000443063		0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	69	0	0	0	0	0	0	0	0	0	0	0	0
AL023281.1	ENSG00000199797	ENST00000362927	misc_RNA	0	0	0	61	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL023879.1	ENSG00000206813	ENST00000384086	misc_RNA	0	0	0	290	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218
AL031186.1	ENSG00000237015	ENST00000433125		0	0	0	672	0	0	0	0	0	0	0	0	0	311	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	345
AL031587.2	ENSG00000233739	ENST00000445483		0	6	0	932	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	20	0	0	0	0	6	0	0	0	0	0	0	333
AL031587.3	ENSG00000272582	ENST00000609976		0	0	0	279	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	82
AL031587.4	ENSG00000273214	ENST00000609265		0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
AL031587.5	ENSG00000278948	ENST00000624344	TEC	0	0	0	357	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	80
AL031590.1	ENSG00000284633	ENST00000641466		0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	65
AL031590.1	ENSG00000284633	ENST00000641859		0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	65
AL031591.1	ENSG00000276150	ENST00000611117	misc_RNA	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128
AL031591.2	ENSG00000277460	ENST00000614690	misc_RNA	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141
AL031595.1	ENSG00000279933	ENST00000623969	TEC	0	0	0	722	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	304
AL031595.2	ENSG00000280011	ENST00000624215		0	0	0	151	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL031595.3	ENSG00000280434	ENST00000624919		0	0	0	349	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	69
